Source	Target	Weight	listOfSharedSNPs
Block_M20-M25	Block_K20-K31	117	['rs6102459', 'rs6102481', 'rs12625752', 'rs6072436', 'rs4812526', 'rs2272959', 'rs6072395', 'rs6072400', 'rs4812532', 'rs6129863', 'rs4812528', 'rs8117435', 'rs6072392', 'rs6072394', 'rs6102443', 'rs11650798', 'rs6072375', 'rs4812529', 'rs6072420', 'rs6102491', 'rs6072440', 'rs6072397', 'rs73613225', 'rs4812527', 'rs8117339', 'rs6065352', 'rs4812519', 'rs6102456', 'rs6102464', 'rs6065378', 'rs6129880', 'rs6093498', 'rs6072412', 'rs6072423', 'rs6102472', 'rs7218820', 'rs10854223', 'rs967082', 'rs6072427', 'rs2294564', 'rs6102492', 'rs4610114', 'rs6102455', 'rs4810328', 'rs6093490', 'rs2903376', 'rs6102502', 'rs2143233', 'rs6093496', 'rs6016582', 'rs4812534', 'rs6072385', 'rs6072393', 'rs6102448', 'rs6072445', 'rs2145040', 'rs76246875', 'rs6065363', 'rs4812512', 'rs76837504', 'rs6102473', 'rs7263463', 'rs4810323', 'rs6102501', 'rs6102499', 'rs6102466', 'rs2143231', 'rs6093489', 'rs4812531', 'rs6102462', 'rs2143232', 'rs998638', 'rs4810327', 'rs4810322', 'rs6102444', 'rs6029720', 'rs6102467', 'rs6093499', 'rs6072381', 'rs6072442', 'rs6124363', 'rs6072386', 'rs967083', 'rs6124364', 'rs909883', 'rs2903377', 'rs6129858', 'rs55715261', 'rs6102461', 'rs4812518', 'rs6072424', 'rs4239692', 'rs6102493', 'rs998637', 'rs6072417', 'rs2092371', 'rs6072439', 'rs6102442', 'rs6513731', 'rs6065365', 'rs12480036', 'rs4812517', 'rs8115560', 'rs6065370', 'rs6124362', 'rs79122751', 'rs6093493', 'rs4812533', 'rs2903379', 'rs4812523', 'rs4810320', 'rs4812530', 'rs4603841', 'rs2903375', 'rs2072971', 'rs6102496', 'rs6102495']
Block_M20-M25	Block_C64-C68	4	['rs7549881', 'rs4655614', 'rs6693644', 'rs1338196']
Block_M20-M25	Block_L40-L45	3	['rs2534664', 'rs2534671', 'rs2534681']
Block_M20-M25	Block_K40-K46	98	['rs4911180', 'rs4911492', 'rs6142358', 'rs6088816', 'rs143384', 'rs6088820', 'rs6579234', 'rs6088830', 'rs6060401', 'rs735531', 'rs745931', 'rs1886692', 'rs6087702', 'rs2425066', 'rs4911496', 'rs2425062', 'rs6088812', 'rs6088825', 'rs2248393', 'rs3795159', 'rs6088815', 'rs1406949', 'rs6141548', 'rs1570004', 'rs4911178', 'rs6060369', 'rs62210591', 'rs4911493', 'rs4911179', 'rs62211529', 'rs78110303', 'rs7262358', 'rs6088817', 'rs4353719', 'rs6142374', 'rs2425064', 'rs6142377', 'rs6142364', 'rs4911494', 'rs6142351', 'rs2425063', 'rs981818', 'rs6088818', 'rs6088800', 'rs6060402', 'rs6142380', 'rs224333', 'rs224329', 'rs6141546', 'rs6088821', 'rs2425065', 'rs6088823', 'rs2425061', 'rs6088799', 'rs6141549', 'rs6088791', 'rs878639', 'rs6141550', 'rs6142349', 'rs224396', 'rs6142360', 'rs62210593', 'rs6142379', 'rs725908', 'rs56306402', 'rs1540927', 'rs62210587', 'rs2425055', 'rs6142373', 'rs1886691', 'rs6088802', 'rs6142381', 'rs6142367', 'rs6087704', 'rs224331', 'rs6087698', 'rs6088813', 'rs6142353', 'rs6142363', 'rs2378349', 'rs1540928', 'rs6142370', 'rs6142376', 'rs6087703', 'rs6142378', 'rs6141551', 'rs1406948', 'rs6142359', 'rs6087705', 'rs6060355', 'rs6142369', 'rs1406947', 'rs4911491', 'rs981819', 'rs6060371', 'rs6060373', 'rs143383', 'rs6088809']
Block_M20-M25	Block_K50-K52	26	['rs58064608', 'rs6588213', 'rs6664698', 'rs61313508', 'rs72669451', 'rs6588211', 'rs6588212', 'rs17129226', 'rs7528240', 'rs1338196', 'rs6588210', 'rs7538967', 'rs57572851', 'rs55817355', 'rs7549881', 'rs4509558', 'rs58418199', 'rs4655614', 'rs74087510', 'rs7543378', 'rs17129244', 'rs17129245', 'rs6690186', 'rs17472890', 'rs7531750', 'rs10159265']
Block_M20-M25	Block_J40-J47	4	['rs34656207', 'rs3104415', 'rs7764856', 'rs12672683']
Block_M20-M25	Block_I80-I89	31	['rs36710', 'rs251390', 'rs36705', 'rs36702', 'rs251387', 'rs36712', 'rs251213', 'rs36713', 'rs40527', 'rs36697', 'rs2546147', 'rs2617621', 'rs2617613', 'rs36711', 'rs152906', 'rs251214', 'rs181850', 'rs185177', 'rs251386', 'rs36714', 'rs36698', 'rs36706', 'rs251391', 'rs251389', 'rs36715', 'rs36700', 'rs251216', 'rs36701', 'rs36694', 'rs42916', 'rs36693']
Block_M20-M25	Block_J80-J84	1	['rs9271325']
Block_M20-M25	Block_K90-K93	14	['rs9275472', 'rs9271325', 'rs2534671', 'rs3104415', 'rs9275505', 'rs34656207', 'rs2233964', 'rs2534664', 'rs5004277', 'rs2534681', 'rs9275399', 'rs9275471', 'rs7764856', 'rs2233962']
Block_M20-M25	Block_N30-N39	2	['rs12705959', 'rs12672683']
Block_M20-M25	Block_M15-M19	167	['rs6101326', 'rs4911180', 'rs4911492', 'rs2378353', 'rs6142358', 'rs6088816', 'rs28458312', 'rs143384', 'rs6088820', 'rs6579234', 'rs6088830', 'rs6060401', 'rs735531', 'rs10495783', 'rs745931', 'rs1886692', 'rs6087702', 'rs12322888', 'rs2425066', 'rs55732507', 'rs28809230', 'rs4911496', 'rs2425062', 'rs9308931', 'rs6088812', 'rs6088825', 'rs28372579', 'rs2248393', 'rs12298826', 'rs6071173', 'rs4670225', 'rs3795159', 'rs961239', 'rs6088815', 'rs6141548', 'rs1406949', 'rs4368395', 'rs1570004', 'rs4911178', 'rs4670313', 'rs6060369', 'rs62210591', 'rs4911493', 'rs4911179', 'rs62211529', 'rs58920936', 'rs78110303', 'rs7262358', 'rs6088837', 'rs6708836', 'rs6088832', 'rs6088817', 'rs941664', 'rs13090277', 'rs4353719', 'rs17640469', 'rs6142374', 'rs2425064', 'rs1570003', 'rs6142377', 'rs6142364', 'rs4911494', 'rs6142351', 'rs2425063', 'rs981818', 'rs2720283', 'rs6088818', 'rs6088800', 'rs6088836', 'rs8123889', 'rs6060402', 'rs941665', 'rs6142380', 'rs2290449', 'rs2367624', 'rs34997336', 'rs224333', 'rs224329', 'rs6141546', 'rs6087707', 'rs6087706', 'rs6088821', 'rs2425065', 'rs6088823', 'rs7263431', 'rs2425061', 'rs6088799', 'rs1522980', 'rs6141549', 'rs11830103', 'rs6088791', 'rs878639', 'rs6015966', 'rs6141550', 'rs6142349', 'rs1869542', 'rs4542826', 'rs6088833', 'rs224396', 'rs4812317', 'rs6142360', 'rs62210593', 'rs6142379', 'rs1377946', 'rs725908', 'rs56306402', 'rs1540927', 'rs62210587', 'rs6543691', 'rs2425055', 'rs6142373', 'rs12299125', 'rs1886691', 'rs28636834', 'rs6088802', 'rs6142381', 'rs6142367', 'rs6087704', 'rs62146704', 'rs224331', 'rs6087698', 'rs13059608', 'rs6707911', 'rs6739323', 'rs1377947', 'rs10854216', 'rs6088813', 'rs12490937', 'rs17641115', 'rs6142353', 'rs7423390', 'rs6142363', 'rs2378349', 'rs34811474', 'rs1540928', 'rs28582096', 'rs6142370', 'rs6142376', 'rs6087703', 'rs10511596', 'rs6093098', 'rs6142378', 'rs6028157', 'rs6141551', 'rs1406948', 'rs989615', 'rs6142359', 'rs6087705', 'rs6060355', 'rs6142369', 'rs964702', 'rs4670184', 'rs224322', 'rs1406947', 'rs4911491', 'rs6087709', 'rs981819', 'rs6060371', 'rs28675824', 'rs11699308', 'rs6060373', 'rs28592876', 'rs2294556', 'rs12492343', 'rs143383', 'rs6088809', 'rs2720282']
Block_M20-M25	Block_E00-E07	6	['rs2534671', 'rs3104415', 'rs2534664', 'rs5004277', 'rs2534681', 'rs7764856']
Block_M20-M25	Block_G50-G59	2	['rs9945987', 'rs58920936']
Block_M20-M25	Block_E10-E14	7	['rs9275472', 'rs3104415', 'rs9275505', 'rs34656207', 'rs9275399', 'rs7764856', 'rs9275471']
Block_M20-M25	Block_J95-J99	10	['rs6771639', 'rs62282709', 'rs62282689', 'rs112218691', 'rs62282708', 'rs4680008', 'rs17217669', 'rs73871610', 'rs56174880', 'rs4679690']
Block_M20-M25	Block_G35-G37	13	['rs9275472', 'rs9271325', 'rs2534671', 'rs3104415', 'rs9275505', 'rs34656207', 'rs2233964', 'rs2534664', 'rs2534681', 'rs9275399', 'rs9275471', 'rs7764856', 'rs2233962']
Block_M20-M25	Block_E65-E68	2	['rs55732507', 'rs34811474']
Block_M20-M25	Block_F40-F48	6	['rs2140615', 'rs1527146', 'rs4117983', 'rs12672683', 'rs4730633', 'rs2690826']
Block_M20-M25	Block_M70-M79	15	['rs35736442', 'rs34613409', 'rs1617130', 'rs414155', 'rs11156902', 'rs376927', 'rs11622885', 'rs884384', 'rs398501', 'rs416664', 'rs2755194', 'rs884383', 'rs379426', 'rs885535', 'rs2415312']
Block_M20-M25	Block_H40-H42	1	['rs9643504']
Block_M20-M25	Block_K65-K67	1	['rs2183675']
Block_M20-M25	Block_M05-M14	30	['rs3104415', 'rs34656207', 'rs78482047', 'rs141940233', 'rs2049334', 'rs6126639', 'rs7764856', 'rs2140615', 'rs1527146', 'rs4811380', 'rs12705959', 'rs9275399', 'rs11908481', 'rs9275472', 'rs727662', 'rs4427571', 'rs5004277', 'rs4117983', 'rs12672683', 'rs9271325', 'rs2049603', 'rs1523536', 'rs9275505', 'rs6022026', 'rs2049604', 'rs1916980', 'rs7480351', 'rs4730633', 'rs2690826', 'rs9275471']
Block_M20-M25	Block_J09-J18	1	['rs4717806']
Block_M20-M25	Block_J30-J39	3	['rs34656207', 'rs3104415', 'rs7764856']
Block_M20-M25	Block_I10-I15	33	['rs717948', 'rs6072405', 'rs6507058', 'rs78482047', 'rs6093492', 'rs34811474', 'rs141940233', 'rs6072403', 'rs6072402', 'rs2272959', 'rs6072398', 'rs1535223', 'rs998637', 'rs62390670', 'rs4810330', 'rs1155156', 'rs6072406', 'rs11650798', 'rs7218820', 'rs998638', 'rs1535224', 'rs4810332', 'rs13159256', 'rs717949', 'rs1969700', 'rs6072381', 'rs2172627', 'rs6065367', 'rs6102453', 'rs6065366', 'rs6102452', 'rs13164781', 'rs6029751']
Block_H65-H75	Block_J95-J99	2	['rs2869361', 'rs11943623']
Block_D50-D53	Block_E20-E35	3	['rs9273325', 'rs3096690', 'rs2040406']
Block_D50-D53	Block_C43-C44	1	['rs9273508']
Block_D50-D53	Block_L40-L45	18	['rs7766156', 'rs6900444', 'rs2395471', 'rs2524080', 'rs439303', 'rs1050420', 'rs2844612', 'rs447459', 'rs3129761', 'rs2853944', 'rs2524074', 'rs9272426', 'rs9468914', 'rs9271365', 'rs11751024', 'rs2844611', 'rs3104412', 'rs2844622']
Block_D50-D53	Block_K40-K46	1	['rs61666201']
Block_D50-D53	Block_C81-C96	118	['rs2395160', 'rs2607014', 'rs2647044', 'rs2763980', 'rs1794283', 'rs3115556', 'rs3132449', 'rs2856674', 'rs2395228', 'rs3134977', 'rs625421', 'rs1150753', 'rs3134942', 'rs3135394', 'rs377763', 'rs3129843', 'rs389884', 'rs3131296', 'rs553414', 'rs3129927', 'rs6918888', 'rs3129950', 'rs3117575', 'rs9268144', 'rs3134925', 'rs3134924', 'rs1794530', 'rs1794282', 'rs9268235', 'rs3130631', 'rs3130297', 'rs3115674', 'rs3130484', 'rs8192589', 'rs1265905', 'rs3129856', 'rs7383481', 'rs2647004', 'rs926593', 'rs3131380', 'rs3129716', 'rs1794277', 'rs116667074', 'rs9267574', 'rs9275576', 'rs7763411', 'rs3130063', 'rs535777', 'rs1269852', 'rs2187668', 'rs2894254', 'rs433061', 'rs3130476', 'rs3101017', 'rs3134796', 'rs1150756', 'rs3129956', 'rs2647019', 'rs3129966', 'rs7751715', 'rs2395149', 'rs9268813', 'rs9268208', 'rs3117581', 'rs2853986', 'rs9273364', 'rs1613056', 'rs9273325', 'rs519417', 'rs9268026', 'rs1265757', 'rs1794280', 'rs693906', 'rs7775397', 'rs2040406', 'rs4392743', 'rs3130303', 'rs1794528', 'rs9268152', 'rs497309', 'rs9268123', 'rs1794272', 'rs6901158', 'rs1150752', 'rs3117109', 'rs1265754', 'rs910051', 'rs3021302', 'rs3130491', 'rs3096690', 'rs9268219', 'rs3130288', 'rs3134978', 'rs9268178', 'rs1270942', 'rs3131383', 'rs1794279', 'rs2849018', 'rs9267531', 'rs9273368', 'rs1617322', 'rs3132443', 'rs3132971', 'rs1054684', 'rs9268177', 'rs1150757', 'rs1794511', 'rs3129855', 'rs681331', 'rs1265947', 'rs2736425', 'rs3132956', 'rs9272278', 'rs599707', 'rs2854275', 'rs9268158', 'rs3131379', 'rs558702']
Block_D50-D53	Block_J40-J47	37	['rs17211580', 'rs1064173', 'rs9272426', 'rs9273368', 'rs9273508', 'rs2853986', 'rs9273364', 'rs3130484', 'rs113663338', 'rs17205177', 'rs2239701', 'rs6927022', 'rs9273379', 'rs9275602', 'rs28407322', 'rs1150757', 'rs827640', 'rs827643', 'rs11751024', 'rs3819720', 'rs1150753', 'rs7745002', 'rs1243392', 'rs9273354', 'rs1243399', 'rs9271365', 'rs1150752', 'rs433061', 'rs389884', 'rs9273363', 'rs28407950', 'rs3096690', 'rs3129761', 'rs9268219', 'rs9272937', 'rs28675927', 'rs3104412']
Block_D50-D53	Block_K90-K93	183	['rs2395160', 'rs9272426', 'rs9273508', 'rs2607014', 'rs2647044', 'rs3130070', 'rs17205177', 'rs3117580', 'rs2763980', 'rs2524080', 'rs1794283', 'rs3115556', 'rs3132449', 'rs2856674', 'rs2395228', 'rs3873388', 'rs3130618', 'rs3130046', 'rs3134977', 'rs625421', 'rs3819720', 'rs1150753', 'rs3134942', 'rs3135394', 'rs3130624', 'rs377763', 'rs3129843', 'rs389884', 'rs28407950', 'rs3131296', 'rs3130627', 'rs553414', 'rs6918888', 'rs11229', 'rs3129927', 'rs3129950', 'rs3115664', 'rs3117575', 'rs3117579', 'rs115591082', 'rs9268144', 'rs3134925', 'rs3134924', 'rs1794530', 'rs1794282', 'rs9268235', 'rs2213567', 'rs3130631', 'rs3130297', 'rs2524074', 'rs3957147', 'rs3115674', 'rs3130484', 'rs8192589', 'rs1265905', 'rs3129856', 'rs7383481', 'rs2647004', 'rs926593', 'rs2239701', 'rs3131380', 'rs6927022', 'rs4386816', 'rs9275602', 'rs28407322', 'rs9275950', 'rs3129716', 'rs1794277', 'rs116667074', 'rs9267574', 'rs6900444', 'rs9275576', 'rs7763411', 'rs3130063', 'rs535777', 'rs7745002', 'rs1269852', 'rs2187668', 'rs9273354', 'rs9271365', 'rs2894254', 'rs114595701', 'rs2844611', 'rs3130476', 'rs9273363', 'rs433061', 'rs3101017', 'rs3134796', 'rs116827595', 'rs1150756', 'rs3129761', 'rs28675927', 'rs2844622', 'rs3129956', 'rs2647019', 'rs3129966', 'rs7751715', 'rs17211580', 'rs2395149', 'rs1064173', 'rs2844612', 'rs9268813', 'rs9268208', 'rs10885', 'rs3117581', 'rs9468914', 'rs2736157', 'rs2853986', 'rs9273364', 'rs3115665', 'rs1613056', 'rs113663338', 'rs9273325', 'rs519417', 'rs3130622', 'rs9268026', 'rs1265757', 'rs1794280', 'rs693906', 'rs7775397', 'rs3130623', 'rs2040406', 'rs4392743', 'rs3130303', 'rs1794528', 'rs11751024', 'rs9268152', 'rs497309', 'rs1050420', 'rs9268123', 'rs7751856', 'rs1794272', 'rs6901158', 'rs72860374', 'rs1150752', 'rs3117109', 'rs3130626', 'rs1265754', 'rs910051', 'rs3021302', 'rs3130491', 'rs3096690', 'rs9268219', 'rs3130288', 'rs3134978', 'rs9268178', 'rs9272937', 'rs2213571', 'rs1270942', 'rs3131383', 'rs3130628', 'rs1794279', 'rs2849018', 'rs9267531', 'rs9273368', 'rs1617322', 'rs3117583', 'rs3132443', 'rs9276432', 'rs3130621', 'rs3132971', 'rs9273379', 'rs3130047', 'rs1054684', 'rs9268177', 'rs1150757', 'rs1794511', 'rs3129855', 'rs45506201', 'rs3115663', 'rs681331', 'rs1265947', 'rs2736425', 'rs3132956', 'rs9272278', 'rs599707', 'rs2854275', 'rs9268158', 'rs2853944', 'rs3131379', 'rs5875328', 'rs558702', 'rs3104412']
Block_D50-D53	Block_M15-M19	21	['rs3130628', 'rs10885', 'rs2736157', 'rs3117583', 'rs3115665', 'rs3130070', 'rs3130621', 'rs3130622', 'rs3117580', 'rs3130047', 'rs3130623', 'rs3115663', 'rs3130618', 'rs3130046', 'rs3130624', 'rs3130626', 'rs3130627', 'rs11229', 'rs3115664', 'rs3117579', 'rs5875328']
Block_D50-D53	Block_M80-M85	48	['rs7751715', 'rs2395149', 'rs3131383', 'rs3130297', 'rs2849018', 'rs9267531', 'rs3117581', 'rs3115674', 'rs2853986', 'rs3130484', 'rs3132443', 'rs1265905', 'rs9268026', 'rs926593', 'rs3132971', 'rs1265757', 'rs693906', 'rs3131380', 'rs3115556', 'rs7775397', 'rs3132449', 'rs1150757', 'rs9268177', 'rs116667074', 'rs4392743', 'rs9267574', 'rs9268152', 'rs497309', 'rs1150753', 'rs9268123', 'rs1265947', 'rs3134942', 'rs1150752', 'rs433061', 'rs389884', 'rs3130476', 'rs910051', 'rs599707', 'rs3101017', 'rs3129927', 'rs1150756', 'rs3096690', 'rs9268158', 'rs3131379', 'rs9268219', 'rs9268178', 'rs1270942', 'rs9268144']
Block_D50-D53	Block_E00-E07	246	['rs2395160', 'rs28367688', 'rs9272426', 'rs9273508', 'rs2607014', 'rs2647044', 'rs1611646', 'rs2523809', 'rs3130070', 'rs2395109', 'rs17205177', 'rs10223710', 'rs41264782', 'rs3117580', 'rs2763980', 'rs2524080', 'rs1794283', 'rs482759', 'rs2847266', 'rs10223580', 'rs3115556', 'rs3132449', 'rs17422727', 'rs2856674', 'rs493406', 'rs505731', 'rs4959089', 'rs483574', 'rs2395228', 'rs6906128', 'rs3130618', 'rs3873388', 'rs17208671', 'rs378088', 'rs3130046', 'rs3134977', 'rs625421', 'rs3819720', 'rs1150753', 'rs3134942', 'rs3135394', 'rs3130624', 'rs377763', 'rs3129843', 'rs389884', 'rs17201917', 'rs28407950', 'rs693432', 'rs3131296', 'rs3130627', 'rs553414', 'rs6918888', 'rs1894374', 'rs11229', 'rs3129927', 'rs518102', 'rs3129950', 'rs3115664', 'rs3117575', 'rs389713', 'rs3117579', 'rs115591082', 'rs3134924', 'rs3134925', 'rs9268144', 'rs504993', 'rs1794530', 'rs1794282', 'rs9268235', 'rs3130631', 'rs3130297', 'rs2524074', 'rs3957147', 'rs3115674', 'rs3130484', 'rs8192589', 'rs1265905', 'rs6918601', 'rs3129856', 'rs7383481', 'rs2647004', 'rs926593', 'rs2239701', 'rs3131380', 'rs6927022', 'rs9275602', 'rs28407322', 'rs3129716', 'rs1794277', 'rs116667074', 'rs9267574', 'rs365053', 'rs6900444', 'rs28366179', 'rs9275576', 'rs436845', 'rs7763411', 'rs3130063', 'rs510321', 'rs7745002', 'rs535777', 'rs1269852', 'rs2187668', 'rs9273354', 'rs28752483', 'rs9271365', 'rs2894254', 'rs114595701', 'rs28752481', 'rs28366168', 'rs2844611', 'rs3130476', 'rs9273363', 'rs371020', 'rs433061', 'rs6924352', 'rs3101017', 'rs3134796', 'rs116827595', 'rs1150756', 'rs9296016', 'rs3129761', 'rs12661557', 'rs3130298', 'rs28366170', 'rs28675927', 'rs2844622', 'rs3129956', 'rs2647019', 'rs3129966', 'rs7751715', 'rs17211580', 'rs2395149', 'rs1064173', 'rs78885616', 'rs2844612', 'rs9268813', 'rs9268208', 'rs28429183', 'rs10885', 'rs3117581', 'rs9468914', 'rs2736157', 'rs2853986', 'rs9273364', 'rs3115665', 'rs1613056', 'rs3130302', 'rs447459', 'rs113663338', 'rs9273325', 'rs519417', 'rs3130622', 'rs28366176', 'rs1265757', 'rs9268026', 'rs693906', 'rs1794280', 'rs7775397', 'rs3130623', 'rs2040406', 'rs28366171', 'rs4392743', 'rs3130303', 'rs1794528', 'rs11751024', 'rs2395471', 'rs10223576', 'rs9268152', 'rs497309', 'rs1050420', 'rs9268123', 'rs1794272', 'rs6901158', 'rs72860374', 'rs1150752', 'rs3117109', 'rs9296015', 'rs3130626', 'rs389703', 'rs3021302', 'rs1265754', 'rs910051', 'rs3130491', 'rs3096690', 'rs9268219', 'rs3130288', 'rs3134978', 'rs9268178', 'rs9272937', 'rs4959090', 'rs1270942', 'rs80311704', 'rs7738491', 'rs3131383', 'rs3130628', 'rs10223572', 'rs1794279', 'rs6921945', 'rs2849018', 'rs9267531', 'rs9273368', 'rs41264786', 'rs1617322', 'rs3117583', 'rs3132443', 'rs3130621', 'rs3132971', 'rs12525893', 'rs9273379', 'rs3130047', 'rs1054684', 'rs9268177', 'rs1150757', 'rs1794511', 'rs12178917', 'rs3129855', 'rs45506201', 'rs3115663', 'rs3130299', 'rs2856432', 'rs440261', 'rs681331', 'rs28367690', 'rs3134938', 'rs401556', 'rs1611650', 'rs1265947', 'rs409715', 'rs2736425', 'rs2021889', 'rs3132956', 'rs12529483', 'rs9272278', 'rs599707', 'rs1611652', 'rs396001', 'rs439303', 'rs2854275', 'rs9268158', 'rs2853944', 'rs3131379', 'rs6914482', 'rs5875328', 'rs558702', 'rs3104412']
Block_D50-D53	Block_G50-G59	38	['rs1794282', 'rs3131383', 'rs1794279', 'rs9267531', 'rs9273368', 'rs3117581', 'rs3115674', 'rs2607014', 'rs9273364', 'rs3130484', 'rs3132443', 'rs519417', 'rs693906', 'rs2763980', 'rs3131380', 'rs2040406', 'rs3130303', 'rs9267574', 'rs3134924', 'rs681331', 'rs625421', 'rs497309', 'rs6901158', 'rs1265947', 'rs2736425', 'rs9273354', 'rs3130476', 'rs599707', 'rs3101017', 'rs553414', 'rs3130491', 'rs6918888', 'rs558702', 'rs3131379', 'rs3117575', 'rs9272937', 'rs1270942', 'rs3134925']
Block_D50-D53	Block_L60-L75	1	['rs9273379']
Block_D50-D53	Block_K70-K77	2	['rs1064173', 'rs3873388']
Block_D50-D53	Block_D60-D64	188	['rs2470686', 'rs2395160', 'rs28367688', 'rs9272426', 'rs9273508', 'rs2607014', 'rs2647044', 'rs7754581', 'rs3130070', 'rs17205177', 'rs3117580', 'rs2763980', 'rs1794283', 'rs3115556', 'rs3132449', 'rs2856674', 'rs2395228', 'rs3873388', 'rs3130618', 'rs378088', 'rs3130046', 'rs3134977', 'rs9461689', 'rs625421', 'rs3819720', 'rs1150753', 'rs3134942', 'rs3135394', 'rs3130624', 'rs377763', 'rs3129843', 'rs389884', 'rs693432', 'rs28407950', 'rs3131296', 'rs3130627', 'rs553414', 'rs6918888', 'rs11229', 'rs3129927', 'rs3129950', 'rs3115664', 'rs3117575', 'rs3117579', 'rs115591082', 'rs9268144', 'rs3134925', 'rs3134924', 'rs1794530', 'rs1794282', 'rs9268235', 'rs3130631', 'rs3130297', 'rs3957147', 'rs3115674', 'rs3130484', 'rs8192589', 'rs1265905', 'rs3129856', 'rs12441189', 'rs7383481', 'rs2647004', 'rs926593', 'rs2239701', 'rs3131380', 'rs6927022', 'rs9275602', 'rs28407322', 'rs3129716', 'rs1794277', 'rs116667074', 'rs2467841', 'rs9267574', 'rs365053', 'rs9275576', 'rs436845', 'rs7763411', 'rs3130063', 'rs535777', 'rs7745002', 'rs1269852', 'rs2187668', 'rs9273354', 'rs9271365', 'rs2894254', 'rs114595701', 'rs433061', 'rs3130476', 'rs9273363', 'rs3101017', 'rs3134796', 'rs116827595', 'rs58232764', 'rs1150756', 'rs3129761', 'rs28675927', 'rs3129956', 'rs2647019', 'rs3129966', 'rs7751715', 'rs17211580', 'rs2395149', 'rs1064173', 'rs9268813', 'rs9268208', 'rs10885', 'rs3117581', 'rs2736157', 'rs2853986', 'rs9273364', 'rs3115665', 'rs1613056', 'rs3130302', 'rs113663338', 'rs9273325', 'rs519417', 'rs3130622', 'rs9268026', 'rs1265757', 'rs1794280', 'rs693906', 'rs7775397', 'rs3130623', 'rs2040406', 'rs4392743', 'rs3130303', 'rs1794528', 'rs11751024', 'rs9268152', 'rs497309', 'rs9268123', 'rs1794272', 'rs6901158', 'rs72860374', 'rs1150752', 'rs3117109', 'rs3130626', 'rs1265754', 'rs910051', 'rs3021302', 'rs4775707', 'rs3130491', 'rs3096690', 'rs9268219', 'rs3130288', 'rs3134978', 'rs9268178', 'rs9272937', 'rs1270942', 'rs2467843', 'rs3131383', 'rs3130628', 'rs1794279', 'rs2849018', 'rs9267531', 'rs9273368', 'rs11634731', 'rs3117583', 'rs1617322', 'rs3132443', 'rs3130621', 'rs3132971', 'rs9273379', 'rs3130047', 'rs1054684', 'rs9268177', 'rs1150757', 'rs1794511', 'rs3129855', 'rs45506201', 'rs3115663', 'rs681331', 'rs28367690', 'rs1265947', 'rs409715', 'rs2736425', 'rs3132956', 'rs9272278', 'rs599707', 'rs3873387', 'rs396001', 'rs2854275', 'rs9268158', 'rs3131379', 'rs5875328', 'rs558702', 'rs3104412', 'rs2523613']
Block_D50-D53	Block_B35-B49	14	['rs681331', 'rs553414', 'rs625421', 'rs2763980', 'rs3130063', 'rs3130631', 'rs3132449', 'rs9267531', 'rs1265947', 'rs3117581', 'rs2853986', 'rs2736425', 'rs2607014', 'rs1265905']
